DOI,Link
10.1016/j.reprotox.2015.05.004,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941313784&partnerID=40&md5=c3b2e3b914b242c9c2b646a221bf05eb"
10.1016/j.aquatox.2015.04.025,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929453049&partnerID=40&md5=7e8a2bd51d730be24a28aac0a8ba3522"
10.1016/j.yrtph.2015.05.006,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930203136&partnerID=40&md5=fe257458fff7c4b0502e28f0b6799ceb"
10.1039/c5gc00386e,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84936152822&partnerID=40&md5=9beb73ff094a3974c0d89d517554d09e"
10.1016/j.envpol.2015.06.020,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84933505292&partnerID=40&md5=ad1b43c5795492c54ae14ccfc0dbe907"
10.1371/journal.pone.0131340,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938358545&partnerID=40&md5=cd0cc5dee4258666cefb73edaa089835"
10.1016/j.carbpol.2015.05.051,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84934900101&partnerID=40&md5=095fd97fa2ed24befe134947c195d0de"
10.1007/s11356-015-4091-9,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931577660&partnerID=40&md5=c6a0fbe1f523e4357c1aafb6fffd5dcd"
10.1016/j.bcp.2015.08.087,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84943450204&partnerID=40&md5=3f7420723bffc1d78700e483756cdf95"
10.1038/srep10511,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931275523&partnerID=40&md5=316ed4f621f0fc851f1d81dc4c5d6569"
10.1371/journal.pone.0129307,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84935518395&partnerID=40&md5=e4b105d2ba321f4eb084cafbe73d891b"
10.1016/j.envpol.2015.05.039,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930942378&partnerID=40&md5=6a7e3acaf713d1141f56d59471776ac9"
10.3390/ijms160612891,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931282173&partnerID=40&md5=2a5d1c0d8ebb99fc889b4d28e669b430"
10.1016/j.msec.2015.05.078,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930633228&partnerID=40&md5=ae682fb6ab80a491fbeb54928f250fef"
10.1016/j.catcom.2015.03.009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924933572&partnerID=40&md5=03d2ccf7ef97f7c6e1069da7a078a32f"
10.1021/cs5020496,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930960303&partnerID=40&md5=56d87f14793c276a0c8b353696afd513"
10.1016/j.tox.2014.04.004,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930092448&partnerID=40&md5=2f434b476cfb35e8379a902e8e529ee1"
10.1016/j.scitotenv.2015.02.073,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924074645&partnerID=40&md5=3abe7c317489888aac6e595b144d6d6d"
10.1007/s12015-014-9549-5,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930671566&partnerID=40&md5=27385b07b43ff212d11f09e5f8c8d398"
10.1038/srep10360,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930675187&partnerID=40&md5=c75bfc6dde4ae33649f7d37d2001caa6"
10.1016/B978-0-444-62747-6.00009-9,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84940099381&partnerID=40&md5=e64dc1fcf84b6a98d553375e9cda97be"
10.1371/journal.pone.0127952,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84932632857&partnerID=40&md5=24d8ee79e690d0857b24df33d2ccec10"
10.1021/acs.est.5b01910,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930635209&partnerID=40&md5=2f8257c1d914fee370d64d95abef0c3f"
10.1021/acs.est.5b00010,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930667846&partnerID=40&md5=6c84e6429b8187956e97d3a64e45d267"
10.1021/acs.est.5b00498,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930629595&partnerID=40&md5=23080e1eb2867f3add1d327faa7ce036"
10.1021/acs.est.5b00947,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930630004&partnerID=40&md5=cf235c85437bdd8f462c3aeee1956a6a"
10.1021/acs.est.5b00888,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930621692&partnerID=40&md5=abfb390c549528f49ea92f83ffa8f8a5"
10.1002/cphc.201500005,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84934876270&partnerID=40&md5=894f7b142ae8c5b3452781bcb372dc19"
10.3109/10715762.2015.1027201,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931274336&partnerID=40&md5=45fa5046b4ad8604d9c49e8f1011810b"
10.1016/j.jep.2015.05.009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930662349&partnerID=40&md5=ace3b36aa3fd8203c2d158c5e12a9320"
10.1002/minf.201400144,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84933500710&partnerID=40&md5=3b2ce1c5fe465cc24bd73837b98a2205"
10.1007/s13738-014-0571-y,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928532634&partnerID=40&md5=c2387f75d1907518dbdb72cbfe9b2346"
10.1016/j.yrtph.2015.03.015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927608963&partnerID=40&md5=a89299d0f18b3791a85965ff7248b51e"
10.1002/adfm.201500180,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931274479&partnerID=40&md5=1510c0ab91099ea3cafb72779452f720"
10.1039/c5gc00381d,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84935918263&partnerID=40&md5=2aa8d09ab3bd108cccbc6448305fb0f4"
10.1016/j.cattod.2014.06.020,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925186982&partnerID=40&md5=29c547a60ccdd5324c4cfca4d5fcc132"
10.1039/c5gc00365b,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84935887480&partnerID=40&md5=c1bd9c98e2017971f25830359f481231"
10.1016/j.jsbmb.2015.03.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926167944&partnerID=40&md5=b93aea60ba8257d4f18885f5f53e0425"
10.1016/j.tiv.2015.03.002,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924972209&partnerID=40&md5=733f1602e8b9d15fab206a880da415ca"
10.1002/aoc.3290,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930207438&partnerID=40&md5=38ef5c91d17de3f66ad68c7f9e0cc4e3"
10.5935/0103-5053.20150087,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930670379&partnerID=40&md5=f7964e7b13176bda2d501375a4ca8ac6"
10.1016/j.yrtph.2015.03.003,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925263815&partnerID=40&md5=60859a29022f17cceb6e775737a31b0e"
10.1016/j.aquatox.2015.03.021,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926482950&partnerID=40&md5=2b34ce3cd5f855e165e26b1647de1465"
10.1016/j.reprotox.2015.02.013,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925114906&partnerID=40&md5=0e50e8e330ffe0b02026fb00fb14bdcd"
10.1002/jcc.23923,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930505684&partnerID=40&md5=5e6e7b64c83eaca1b5eaaec7bed6f9b1"
10.1002/cctc.201403057,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931267264&partnerID=40&md5=8301133db76ec7de1e464189d5e8b716"
10.1038/srep10562,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930226753&partnerID=40&md5=5fca07b29c2f3286316dfd575b0a68fc"
10.1021/acs.jafc.5b01937,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930227336&partnerID=40&md5=36601432cd5c54231da6bf1a2c705908"
10.1021/es505931v,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929590917&partnerID=40&md5=f73f0f314406ee5c7073ea49c64667eb"
10.1021/acs.est.5b00681,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929643225&partnerID=40&md5=d1eb194e8000e3d405f0000e6a7adf3b"
10.1134/S1995078015030064,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84935873135&partnerID=40&md5=64b865e7ada308bb35eb30a18e187074"
10.1371/journal.pone.0126259,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929340188&partnerID=40&md5=e2d85035e7901cfd393f319b0d6c0d5f"
10.1021/acsami.5b02038,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929193383&partnerID=40&md5=531586c57d5afc2b1a63e6727a171909"
10.1371/journal.pone.0126934,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930678084&partnerID=40&md5=b233a8cf36194709cf5c33a9b5debd1c"
10.1021/es506363x,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928922807&partnerID=40&md5=87c6d7f70a53c034cdb2bb087368681f"
10.1021/acssuschemeng.5b00206,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929573432&partnerID=40&md5=2e513e38434460aef4386b288102cbd5"
10.1016/j.mrgentox.2014.09.011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928789893&partnerID=40&md5=906ba4b256946c31dccd4d69dc8f0386"
10.1016/j.toxrep.2014.12.009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925499013&partnerID=40&md5=4bf7d6a74d7f0949e5dacc60990bb040"
10.1007/s00204-015-1509-6,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84937763669&partnerID=40&md5=8b55801e27570c9953c804520f93d713"
10.1039/c4tx00118d,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928806761&partnerID=40&md5=e709916bd5c14e0f8f3bd2db2d0bbf75"
10.3184/174751915X14307583240337,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930009319&partnerID=40&md5=ae2db092430ac5fd23da2d7be1a5a39d"
10.1016/j.mrgentox.2014.10.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928809223&partnerID=40&md5=e8ffe2d0171c23241861a79411f36a90"
10.1016/j.agee.2015.01.016,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921916748&partnerID=40&md5=f7d64e87b440425a217ef2967c30ce0f"
10.1007/s00204-015-1463-3,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84939979337&partnerID=40&md5=155b5e75f3a88428e6c3c6d0d89520ba"
10.1016/j.colsurfb.2015.03.026,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925590314&partnerID=40&md5=5f52ac67cfb889046c0698a579a357f0"
10.1039/c4gc02088j,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929379602&partnerID=40&md5=e3c0860343f56aa8d7757288f52f4995"
10.3184/174751915X14296361042516,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930009688&partnerID=40&md5=357d4c2e342cdd7062d8e9956d86a82e"
10.1016/j.neuro.2015.03.013,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928562314&partnerID=40&md5=2c967bde9ff562dfb6fca7465937bc62"
10.1016/j.ecoenv.2015.01.030,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922971996&partnerID=40&md5=0fb25df84a61af57cfd4269210b93f58"
10.1016/j.scitotenv.2015.01.079,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922287462&partnerID=40&md5=62073d7c031cca2da8953df64e5cf13f"
10.1016/j.aquatox.2015.03.004,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924598124&partnerID=40&md5=d21fd3e1efe55d900300be423fe9347a"
10.1016/j.ccr.2015.01.011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923025771&partnerID=40&md5=9ee6be65412d7ad8ee5f957ceb079e2c"
10.1039/c5cy00099h,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928919964&partnerID=40&md5=b1e19704da9b96a9bd0e361c0df18916"
10.1016/j.ijpharm.2015.02.069,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925000177&partnerID=40&md5=9ffff3ff68af8c42db6890f6767efd11"
10.1039/c5ta00119f,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926688463&partnerID=40&md5=1d183f75540fe91e1f496c0e14e11f69"
10.5194/acp-15-4117-2015,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928402918&partnerID=40&md5=4270a8c5f39276b8ab159dad0ef7a81f"
10.1021/acs.chemrestox.5b00024,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928475558&partnerID=40&md5=05c33d33004819078d4cf07d8b17aa06"
10.1002/cctc.201500102,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927745913&partnerID=40&md5=ad11ed88f8b19fbe501ea3617f6d7bc0"
10.1021/tx500501h,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928125522&partnerID=40&md5=a7c6328d24eb119047bf6c459f3e3ee7"
10.1002/chem.201500734,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926678962&partnerID=40&md5=20773f3685a2babd5b87490539fa1ce9"
10.1039/c5cc00181a,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926435345&partnerID=40&md5=0a1bbe14b8df494288995414c462e419"
10.1021/op5003374,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928031653&partnerID=40&md5=8018ca3c9f00ca8a991c635b566babf0"
10.1021/jo502752u,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928493348&partnerID=40&md5=2fa9380d6a117a61959c76b340c720f8"
10.1039/c5tx00055f,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84939634288&partnerID=40&md5=9087d6f42eb7e44f49b310b2b528e49e"
10.1055/s-0034-1380418,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941941661&partnerID=40&md5=1219e284e2101040cfbb0464f78606e4"
10.1371/journal.pone.0124224,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927660123&partnerID=40&md5=baee0a1acc0f08eaf9481f9c53a1ad14"
10.1039/c4md00470a,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928032215&partnerID=40&md5=17965479b994804aace3bf5fb2736e60"
10.1016/j.tiv.2014.12.007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920498643&partnerID=40&md5=2646ee92c24c591f591e52ad871d3e0c"
10.1016/j.yrtph.2015.01.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923268093&partnerID=40&md5=cc66fce7708d774f894612f392a10d8b"
10.1016/j.aquatox.2015.02.009,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923381145&partnerID=40&md5=f9003985d0477ffaa7acbf08b8278a33"
10.1002/minf.201400168,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926429047&partnerID=40&md5=4031fc0282fcab31c818bc29d20e28dd"
10.1016/j.ccr.2015.01.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922631848&partnerID=40&md5=8caa68ec75cdc747b197632f0d64e9a7"
10.1016/j.fct.2015.01.021,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923169327&partnerID=40&md5=a876935442f6a4528a3f68aa0cf783c1"
10.1039/c5cy00004a,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925943131&partnerID=40&md5=37f46f75bbd14ebad879dceb553b953f"
10.1016/j.scitotenv.2014.12.084,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920913696&partnerID=40&md5=473011d5e2981dd5bace69bbc8cd1085"
10.1039/c4en00151f,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926430796&partnerID=40&md5=f3e8580f3eb8dd86a81a6f63d2958777"
10.1016/j.envint.2015.01.013,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923044980&partnerID=40&md5=56501d2c3a910d0988a1377fd655f33f"
10.1016/j.cbpb.2014.12.003,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922360917&partnerID=40&md5=c895fc24e542270794f564164857ad7c"
10.1016/j.scitotenv.2014.12.034,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84919723357&partnerID=40&md5=6820fb431f462c81d2162287318d56ba"
10.1016/j.aquatox.2015.02.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922992183&partnerID=40&md5=3823dc386248d7e5cf7a59519680d4af"
10.1016/j.msec.2015.01.018,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922693453&partnerID=40&md5=9fea4f77c4c6a1604cf1b281b06f940d"
10.1039/c5cy00013k,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925949574&partnerID=40&md5=e262073708b1650dd61b32faa6a32864"
10.3390/catal5020534,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926312631&partnerID=40&md5=67000f9d45473eaedded6eab7e77bb9b"
10.1002/jcc.23803,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923370246&partnerID=40&md5=ca355e690179511dfa1e351856ea7362"
10.1016/B978-0-12-801139-3.00005-3,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84940094820&partnerID=40&md5=d4592f8d59ef0f892cae5166c936ee91"
10.1016/j.ica.2015.02.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922933581&partnerID=40&md5=d6f7bc0fd6c41ca16d3cdbda3e2e0c2e"
10.1371/journal.pone.0121276,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925664620&partnerID=40&md5=6d55aaa8b52bab8df5baa24a40f2f60c"
10.1021/ci500667v,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925436995&partnerID=40&md5=cb25e74980a341d0de28687b5f4910dd"
10.1186/s13048-015-0139-1,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84927128667&partnerID=40&md5=0db9a9b724ce15c363b5c60abe51ee7c"
10.1016/j.tet.2015.06.028,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84936892227&partnerID=40&md5=0556166f7edbbe8f44a6861cc9bfcfef"
10.1007/s10098-014-0841-5,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938336468&partnerID=40&md5=b5a13e992e8452a895fd3ac51ea9bcbe"
10.1007/s12011-015-0297-4,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931005374&partnerID=40&md5=c91c5efc100828325c190a6807c25b9d"
10.1007/s00244-015-0132-0,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84928543821&partnerID=40&md5=edb6a4f853afa50dd15d705d942181a6"
10.1016/j.tetlet.2015.08.037,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84941260300&partnerID=40&md5=125cdee9b9cd4cdb31175a5d66d44d7d"
10.1016/j.catcom.2014.07.028,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922332312&partnerID=40&md5=ab7173b75ae51601c6c0dd518c936cd1"
10.1016/j.catcom.2014.11.002,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922295433&partnerID=40&md5=9748f2fd9195b4aa28f4f66a30b7de67"
10.1016/j.toxlet.2015.01.017,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922370578&partnerID=40&md5=265fa73949de096690b572c1a8f4a597"
10.1039/c4tb02079k,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923323205&partnerID=40&md5=e4e6a65dffe06e5781a512b97488dd36"
10.1016/j.ccr.2014.12.017,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922269666&partnerID=40&md5=a5c310829de0aaed67ae03ba70cdc39c"
10.1016/j.ccr.2014.12.014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921326756&partnerID=40&md5=48f1fc783c5a8ec68e8bf9d9091e41fd"
10.1371/journal.pone.0119301,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84929359637&partnerID=40&md5=c821612c1093fca20006eda4c41263ad"
10.1016/j.yrtph.2015.03.007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84931566361&partnerID=40&md5=7e3d6f47dbb2b4bd19673d39c1c3ed2d"
10.1016/j.watres.2015.01.003,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921466585&partnerID=40&md5=1e7c47ee4134ab59b93ffe08bfd33d48"
10.1007/s11869-015-0327-6,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84930086764&partnerID=40&md5=6a1d18f09c921e0f1f65ade332185824"
,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84939838832&partnerID=40&md5=e19cd88e4c6a988c03ef3ae8b3c1045c"
10.1016/j.jhazmat.2014.11.023,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84911368164&partnerID=40&md5=f751339f96fa407dcc543459d9518d75"
10.1038/srep08636,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923882006&partnerID=40&md5=e2245de0033f287511ff1cc81cbd82ec"
10.1039/c4cy01278j,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923923888&partnerID=40&md5=9f20d2b47b3712a067564bffaae16294"
10.1016/j.jcat.2014.12.003,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921632928&partnerID=40&md5=511a9aed839cd9be41537b888156d142"
10.1016/j.scitotenv.2014.11.066,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920184305&partnerID=40&md5=ca0ca98c5f04f562a8d6f6b845555a35"
10.1016/j.ecoenv.2014.12.006,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84916896486&partnerID=40&md5=cbae591149be446cf84c48cb48a2533e"
10.1016/j.yrtph.2014.12.010,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922378795&partnerID=40&md5=20b6aaf55371e4bea56a3c956c069fa6"
10.1016/j.mencom.2015.03.001,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926340313&partnerID=40&md5=b605b7dae91b9100e10d2d3820c1d02b"
10.1016/j.aquatox.2014.12.022,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921503107&partnerID=40&md5=470181506e0e4559600bff5ab182ea95"
10.1016/j.tiv.2014.10.017,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920082577&partnerID=40&md5=8cfe2a4d69f390acb9b79bdef8538967"
10.1039/c4tx00174e,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923923742&partnerID=40&md5=1cbd2ebd1ade4b444019e384388bf088"
10.1039/c4nj01866d,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924390099&partnerID=40&md5=a13837f379d4e5759a3c9181e1941520"
10.1039/c4gc02019g,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923923248&partnerID=40&md5=47e8004632b224cb140b64ecd9f02a5d"
10.1016/j.aquatox.2015.01.006,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921829841&partnerID=40&md5=f467fc970ec9181962b4b16c1aaf7ec6"
10.1016/j.jmgm.2014.11.010,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84936992377&partnerID=40&md5=fb5e76c2c07ed2fec880102324b71417"
10.1007/s12199-015-0452-8,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84939959082&partnerID=40&md5=5668f6c7bcf77c470859ab65efa44885"
10.1016/B978-0-12-800874-4.00021-0,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84940062556&partnerID=40&md5=648d6c6beb69e3f5c09801079b474782"
10.1371/journal.pone.0112655,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84923266037&partnerID=40&md5=cee050b80659e1b155314930ee60f4af"
10.1021/cm503507h,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922819185&partnerID=40&md5=daf948f27a7aaa2d90be480ddf42f0d9"
10.1039/c4lc01271b,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921689178&partnerID=40&md5=e223224304b0643caa103ccf2cb983c3"
10.1039/c4cc07494g,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921653779&partnerID=40&md5=bd4846c0380075b0c9b863aa89bfc11c"
10.1016/j.catcom.2014.11.014,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84912139105&partnerID=40&md5=e14a483db985b36c10504560aad84b1c"
10.1016/j.ccr.2014.10.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84911447674&partnerID=40&md5=b676092aa029dd5341ace03bf9bb002f"
10.1016/j.taap.2014.11.006,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921046645&partnerID=40&md5=7a0256d3604f17cc36aacf77ad63ee91"
10.1016/j.tox.2014.11.008,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84919935114&partnerID=40&md5=637a0b832ca53ac7d3a806c7334a8394"
10.1016/j.scs.2014.09.010,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926393382&partnerID=40&md5=ee1f374ff7cd665e2e656adc8b3b9e12"
10.1039/c4nj01360c,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922569242&partnerID=40&md5=14517eceb33de8257cb9e421f3ef158d"
10.1016/j.aquatox.2014.12.011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84919952173&partnerID=40&md5=c1717987d526753e569cda0a1baa596f"
10.1016/j.aquatox.2014.12.012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920104929&partnerID=40&md5=a7ff63b369da55f8b0e83a6e46d2eb5e"
10.3390/molecules20021872,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921653041&partnerID=40&md5=9421a1d5bf8fec08178b1b12314f40a7"
10.1016/j.scitotenv.2014.10.020,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84908193598&partnerID=40&md5=b94609c498a74fc3aee1d2455e71b8c0"
10.1039/c4nj01788a,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922442236&partnerID=40&md5=5e956355f600a5c7a31eb91b3fb5447f"
10.1039/c4en00134f,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922423141&partnerID=40&md5=f19fb3393b3acb4fad457989ca21ea90"
10.1016/j.buildenv.2014.11.011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84916887064&partnerID=40&md5=c4bc8a6c91bd42338129d26d942bc09c"
10.1039/c4gc02047b,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922830308&partnerID=40&md5=392b040628ab6df0ebc0d9b26b15398a"
10.1016/j.aquatox.2014.12.010,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920901642&partnerID=40&md5=93d73599aa7cdf0995ca29ca89629e9c"
10.1186/s13064-014-0028-0,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84924548257&partnerID=40&md5=a605668442aeb784a1d2079e8e368b46"
10.1021/ci500519w,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921629247&partnerID=40&md5=2692584642ff7c9d5a3d66dafbc9d975"
10.1016/B978-0-12-799968-5.00004-X,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84938300943&partnerID=40&md5=4394756881338c8976e97e321f93497a"
10.1021/tx500458k,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922420348&partnerID=40&md5=b7a875a4b3f96912de1820080f1d7431"
10.1021/la503598b,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922463799&partnerID=40&md5=dfbe498586c2ff438502d507a0ea01d4"
10.1002/9783527674183.ch13,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926405501&partnerID=40&md5=1e97c2843e9422afbd3c49705dcdb1fb"
10.3390/ijerph120100800,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921276391&partnerID=40&md5=6993a53e93ccb521ef33623a0f8a4e62"
10.7554/eLife.04885,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922023852&partnerID=40&md5=a4ce691595bd5e9fb2ccccc2fb674950"
10.1016/j.fluid.2014.10.038,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84910081232&partnerID=40&md5=4cdaba2725512d8ec4627eb0b0f6f581"
